id,Attack Vector,attackComplexity,confidentialityImpact,integrityImpact,availabilityImpact,baseScore,baseSeverity,exploitabilityScore,impactScore,year,AttackVectorNumeric,ConfidentialityImpactNumeric,IntegrityImpactNumeric,BaseSeverityNumeric,AvailabilityImpactNumeric,AttackVectorEncoded
CVE-2020-4632,NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4648,NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4653,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4662,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-4686,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-4687,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4693,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-4698,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4702,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4703,NETWORK,LOW,HIGH,HIGH,HIGH,8.0,HIGH,2.1,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-4706,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.8,2.5,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4707,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-4992,NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5369,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5376,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,0.9,5.9,2020,3.0,0.0,0.0,1.0,0.0,"(3,[],[])"
CVE-2020-5378,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,0.9,5.9,2020,3.0,0.0,0.0,1.0,0.0,"(3,[],[])"
CVE-2020-5379,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,0.9,5.9,2020,3.0,0.0,0.0,1.0,0.0,"(3,[],[])"
CVE-2020-5383,NETWORK,LOW,NONE,NONE,LOW,5.3,MEDIUM,3.9,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-5385,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-5386,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-5412,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5415,NETWORK,LOW,HIGH,HIGH,NONE,10.0,CRITICAL,3.9,5.8,2020,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2020-5416,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2020-5419,LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,0.8,5.9,2020,1.0,0.0,0.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2020-5540,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5541,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5608,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-5609,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-5615,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5616,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-5617,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-5619,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5620,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5621,NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5622,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5623,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5624,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-5625,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5627,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5774,LOCAL,LOW,HIGH,HIGH,NONE,7.1,HIGH,1.8,5.2,2020,1.0,0.0,0.0,0.0,1.0,"(3,[1],[1.0])"
CVE-2020-5775,NETWORK,LOW,NONE,LOW,NONE,5.8,MEDIUM,3.9,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5776,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5778,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5780,NETWORK,LOW,NONE,LOW,NONE,5.3,MEDIUM,3.9,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5913,NETWORK,HIGH,HIGH,HIGH,NONE,7.4,HIGH,2.2,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-5914,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5915,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5916,NETWORK,LOW,HIGH,NONE,NONE,6.8,MEDIUM,2.3,4.0,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5917,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5918,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5919,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5920,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5921,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5922,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5923,ADJACENT NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.8,2.5,2020,2.0,2.0,2.0,1.0,1.0,"(3,[2],[1.0])"
CVE-2020-5924,NETWORK,LOW,NONE,NONE,LOW,5.3,MEDIUM,3.9,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-5925,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5926,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-5927,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-5928,LOCAL,LOW,NONE,LOW,LOW,3.1,LOW,0.6,2.5,2020,1.0,1.0,2.0,3.0,2.0,"(3,[1],[1.0])"
CVE-2020-6012,LOCAL,HIGH,HIGH,HIGH,HIGH,7.4,HIGH,1.4,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-6070,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-6097,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6117,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6118,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6119,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6120,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6121,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6122,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6123,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6124,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6125,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6126,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6127,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6128,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6129,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6130,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6131,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6132,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6133,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6134,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6135,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6136,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6137,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6138,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6139,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6140,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6141,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6142,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6143,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6144,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6145,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6151,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6152,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-6273,NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6283,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6288,NETWORK,LOW,NONE,LOW,NONE,5.3,MEDIUM,3.9,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6293,NETWORK,LOW,LOW,LOW,NONE,6.5,MEDIUM,3.9,2.5,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6294,NETWORK,LOW,HIGH,HIGH,NONE,9.1,CRITICAL,3.9,5.2,2020,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2020-6295,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-6296,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6297,LOCAL,LOW,HIGH,NONE,NONE,4.4,MEDIUM,0.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-6298,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-6299,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6300,NETWORK,LOW,LOW,LOW,NONE,4.8,MEDIUM,1.7,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6301,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-6302,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6309,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6310,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6311,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6312,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6313,NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6314,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6318,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-6320,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-6321,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2020-6322,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6324,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6326,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-6327,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6328,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6329,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6330,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6331,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6332,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6333,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6334,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6335,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6336,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6337,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6338,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6339,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6340,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6341,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6342,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6343,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6344,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6345,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6346,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6347,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6348,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6349,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6350,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6351,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6352,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6353,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6354,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6355,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6356,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6357,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6358,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6359,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6360,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6361,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-6637,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-6873,NETWORK,LOW,NONE,NONE,LOW,5.3,MEDIUM,3.9,1.4,2020,0.0,1.0,1.0,1.0,2.0,"(3,[0],[1.0])"
